time_in_cycles,setting_1,TRA,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,failure
78,42.0049,100,445,549.42,1352.91,1126.55,3.91,5.72,139.37,2212.03,8323.64,42,131.22,2388.1,8089.08,331,2212,100,10.58,6.2498,0
79,9.9993,100,489.05,604.66,1502.25,1307.39,10.52,15.49,394.83,2318.91,8786.85,45.48,372.04,2388.12,8140.73,372,2319,100,28.66,17.1892,0
80,0.0004,100,518.67,642.6,1588.12,1404.36,14.62,21.61,554.37,2388.07,9064.03,47.46,521.76,2388.1,8142.8,393,2388,100,38.8,23.4728,0
81,25.0055,60,462.54,536.68,1255.54,1045.51,7.05,9.02,175.42,1915.43,8009.52,36.69,164.48,2028.29,7884.22,306,1915,84.93,14.43,8.6195,0
82,42.0017,100,445,549.65,1354.07,1121.48,3.91,5.71,138.71,2212.08,8326.33,41.93,130.64,2388.11,8088.62,330,2212,100,10.6,6.3388,0
83,10.0029,100,489.05,604.79,1495.89,1305.86,10.52,15.49,394.11,2318.92,8781.09,45.29,371.66,2388.13,8133.51,369,2319,100,28.61,17.1097,0
84,35.0022,100,449.44,555.82,1359.9,1130.75,5.48,8,194.16,2223.01,8353.09,41.87,183.01,2388.11,8074.76,334,2223,100,15.15,8.9639,0
85,42.0054,100,445,549.88,1348.75,1128.49,3.91,5.71,139.16,2211.99,8326.21,42.06,130.5,2388.06,8091.14,332,2212,100,10.64,6.3988,0
86,0.0029,100,518.67,642.53,1590.98,1402.4,14.62,21.61,554.96,2388.07,9066.9,47.42,521.96,2388.09,8144.74,391,2388,100,38.83,23.4004,0
87,35.0017,100,449.44,555.65,1370.93,1131.59,5.48,8,194.98,2222.99,8360.2,41.94,183.04,2388.16,8074.07,334,2223,100,14.84,8.9686,0
88,41.9992,100,445,549.31,1355.23,1118.09,3.91,5.71,138.88,2212,8328.4,42.01,130.14,2388.11,8091.19,331,2212,100,10.52,6.4169,0
89,25.0034,60,462.54,536.63,1256.62,1050.87,7.05,9.02,175.7,1915.46,8018.53,36.67,164.7,2028.32,7878.27,307,1915,84.93,14.14,8.6053,0
90,10.0003,100,489.05,604.56,1500.05,1306.5,10.52,15.49,394.51,2318.88,8780.48,45.33,371.73,2388.12,8137.43,370,2319,100,28.61,17.145,0
91,9.9985,100,489.05,604.37,1501.13,1314.22,10.52,15.49,394.06,2318.85,8782.25,45.24,371.68,2388.1,8136.11,368,2319,100,28.49,17.0228,0
92,42.0056,100,445,549.76,1354.63,1128.35,3.91,5.71,138.4,2211.97,8323.92,42.1,130.41,2388.04,8093.52,331,2212,100,10.81,6.2831,0
93,0.0012,100,518.67,641.98,1584.99,1404.91,14.62,21.61,554.31,2388.07,9065.98,47.31,521.85,2388.06,8140.96,393,2388,100,38.94,23.3861,0
94,0.0014,100,518.67,642.32,1588.64,1402.24,14.62,21.61,554.22,2388.03,9069.95,47.65,522.07,2388.1,8139.85,392,2388,100,38.79,23.3489,0
95,9.9996,100,489.05,605.07,1510.33,1307.14,10.52,15.49,394.92,2318.93,8785.44,45.35,371.58,2388.13,8137.67,369,2319,100,28.68,17.1874,0
96,25.0026,60,462.54,537.24,1261.49,1044.9,7.05,9.03,175.39,1915.38,8010.37,36.69,164.51,2028.28,7878.57,307,1915,84.93,14.34,8.5966,0
97,10.002,100,489.05,604.74,1499.84,1312.77,10.52,15.49,395.17,2318.96,8785.8,45.43,371.64,2388.12,8133.79,369,2319,100,28.62,17.0996,0
98,20.0076,100,491.19,607.11,1483.9,1248.94,9.35,13.65,334.44,2324.01,8727.18,44.52,315.62,2388.14,8059.89,365,2324,100,24.51,14.7287,0
99,24.9986,60,462.54,536.3,1259.48,1048.52,7.05,9.03,175.53,1915.38,8011.5,36.62,164.76,2028.23,7876.83,308,1915,84.93,14.26,8.5849,0
100,42.0019,100,445,549.42,1352.73,1125.84,3.91,5.71,138.86,2212.01,8334.89,42,130.57,2388.11,8088.97,330,2212,100,10.66,6.2997,0
101,42.003,100,445,550.24,1347.36,1124.28,3.91,5.72,138.71,2211.96,8319.63,42.04,130.2,2388.02,8090.01,331,2212,100,10.48,6.3989,0
102,24.9992,60,462.54,536.61,1263.2,1052.27,7.05,9.03,175.46,1915.39,8011.59,36.54,164.77,2028.29,7878.55,308,1915,84.93,14.51,8.5457,0
103,25.0074,60,462.54,536.97,1256.34,1053.97,7.05,9.03,175.58,1915.39,8014.67,36.76,164.84,2028.37,7883.33,307,1915,84.93,14.4,8.6525,0
104,19.9992,100,491.19,607.07,1484.35,1253.09,9.35,13.66,334.88,2324.03,8728.32,44.38,315.15,2388.15,8065.58,366,2324,100,24.67,14.6436,0
105,41.9987,100,445,549.95,1352.74,1124.89,3.91,5.71,138.37,2211.95,8326.96,42.06,130.28,2388.1,8086.21,329,2212,100,10.44,6.3158,0
106,10.0052,100,489.05,605.14,1502.32,1318.87,10.52,15.49,395,2318.9,8788.37,45.43,371.4,2388.12,8134.92,369,2319,100,28.53,17.1954,0
107,35.0015,100,449.44,555.52,1364.23,1125.97,5.48,8,194.26,2223.06,8357.7,41.89,183.19,2388.1,8073.2,335,2223,100,14.68,8.844,0
108,9.9986,100,489.05,604.53,1504.74,1311.11,10.52,15.49,395.41,2318.97,8782.16,45.5,371.65,2388.19,8132.03,369,2319,100,28.39,17.0865,0
109,0.0018,100,518.67,642.08,1585.43,1395.54,14.62,21.61,553.22,2388.09,9063.79,47.32,521.46,2388.04,8137.75,393,2388,100,38.85,23.2989,0
110,10.0022,100,489.05,604.83,1500.13,1312.17,10.52,15.49,394.54,2318.9,8785.37,45.49,371.58,2388.12,8135.48,369,2319,100,28.67,17.1932,0
111,42,100,445,550.18,1351.19,1123.33,3.91,5.71,138.56,2211.91,8323.28,42.14,130.64,2388.01,8085.96,331,2212,100,10.55,6.3753,0
112,42.0028,100,445,549.74,1355.1,1125.68,3.91,5.72,138.61,2211.93,8326.85,42.2,130.19,2388.07,8090.19,331,2212,100,10.6,6.3068,0
113,20.0035,100,491.19,607.79,1487.21,1250.13,9.35,13.65,334.64,2323.97,8727.63,44.38,314.63,2388.08,8061.86,365,2324,100,24.58,14.6121,0
114,20.0003,100,491.19,607.34,1486.13,1249.08,9.35,13.66,334.45,2324.04,8723.68,44.35,314.92,2388.14,8064.47,365,2324,100,24.54,14.6788,0
115,20.0005,100,491.19,607.72,1489,1248.2,9.35,13.66,334.99,2323.99,8728.54,44.4,315.24,2388.15,8062.48,366,2324,100,24.55,14.6269,0
116,19.9986,100,491.19,607.43,1488.32,1251.57,9.35,13.66,334.07,2323.96,8722.2,44.35,314.94,2388.13,8058.98,365,2324,100,24.43,14.5725,0
117,10.0071,100,489.05,604.48,1504.32,1304.86,10.52,15.49,394.15,2318.94,8781.52,45.34,372.17,2388.15,8133.05,368,2319,100,28.59,17.1678,0
118,10.0008,100,489.05,604.92,1506.14,1307.38,10.52,15.49,393.97,2318.95,8786.98,45.54,371.61,2388.15,8136.68,369,2319,100,28.38,17.177,0
119,10.0003,100,489.05,604.97,1498,1309.05,10.52,15.49,394.67,2318.95,8778.5,45.46,371.05,2388.17,8133.23,369,2319,100,28.53,17.1452,0
120,42.0076,100,445,549.58,1350.76,1128.45,3.91,5.71,139.26,2211.95,8320.95,42.21,129.83,2387.98,8083.42,330,2212,100,10.59,6.2902,0
121,35.002,100,449.44,555.77,1364.64,1134.38,5.48,8,194.16,2222.99,8356.69,42.01,182.99,2388.03,8067.34,335,2223,100,14.69,8.9082,0
122,20.007,100,491.19,607.22,1480.27,1253.81,9.35,13.66,334.87,2323.98,8728.8,44.22,314.87,2388.1,8061.83,365,2324,100,24.53,14.7825,0
123,9.9986,100,489.05,605.19,1496.29,1310.48,10.52,15.49,394.63,2318.91,8782.68,45.58,371.57,2388.13,8138.22,369,2319,100,28.6,17.1491,0
124,0.001,100,518.67,641.99,1590.87,1402.82,14.62,21.61,553.9,2388.12,9058.81,47.42,521.71,2388.07,8141.27,391,2388,100,38.87,23.3923,0
125,42.0029,100,445,549.66,1345.23,1122.94,3.91,5.72,139.05,2211.94,8320.29,42.24,130.59,2388,8082.82,331,2212,100,10.59,6.2873,0
126,0.0023,100,518.67,642.4,1586.41,1411.11,14.62,21.61,554.09,2388.07,9065.81,47.53,521.68,2388.09,8136.26,393,2388,100,38.67,23.3373,0
127,35.006,100,449.44,555.1,1364.14,1129.71,5.48,8,194.12,2222.98,8350.51,42.16,182.76,2388.12,8067.51,335,2223,100,14.91,8.8636,0
128,9.9994,100,489.05,605.44,1495.75,1306.24,10.52,15.49,393.9,2318.92,8783.2,45.48,371.64,2388.18,8130.88,368,2319,100,28.77,17.124,0
129,42.0015,100,445,549.4,1354.17,1132.51,3.91,5.71,138.33,2211.95,8326.82,42.1,130.6,2388.03,8089.6,331,2212,100,10.66,6.4681,0
130,20.0069,100,491.19,607.98,1482.72,1249.46,9.35,13.66,333.74,2323.98,8725.42,44.38,314.88,2388.16,8058.11,366,2324,100,24.35,14.7934,0
131,42.0002,100,445,549.83,1352.55,1128.18,3.91,5.72,138.59,2211.87,8329.76,42.06,130.99,2387.98,8087.67,332,2212,100,10.58,6.3539,0
132,19.9993,100,491.19,607.35,1479.85,1253.06,9.35,13.66,334.44,2324.03,8730.06,44.33,315.39,2388.15,8065.3,364,2324,100,24.47,14.6881,0
133,41.9991,100,445,549.7,1354.23,1132.01,3.91,5.72,139.17,2211.9,8319.64,42.41,130.55,2387.96,8090.66,331,2212,100,10.47,6.4019,0
134,20.0003,100,491.19,607.91,1487.73,1258.69,9.35,13.65,335.38,2324,8724.78,44.42,314.65,2388.11,8060.33,364,2324,100,24.37,14.6804,0
135,34.9997,100,449.44,556.11,1372.71,1126.7,5.48,8,194.04,2223.03,8352.51,42.31,183.38,2388.12,8073.24,333,2223,100,14.93,8.8331,0
136,10.0024,100,489.05,605.08,1505.53,1301.63,10.52,15.49,394.71,2318.96,8777.62,45.45,371.3,2388.19,8132.78,370,2319,100,28.51,17.052,0
137,35.0066,100,449.44,555.72,1368.66,1132.22,5.48,8,194.3,2222.93,8354.48,42.09,182.83,2388.09,8060.1,335,2223,100,14.77,8.9378,0
138,35.003,100,449.44,556.02,1365.01,1137.68,5.48,8,193.94,2222.98,8355.64,42.05,183.67,2388.07,8068.1,334,2223,100,14.75,8.8729,0
139,0.0023,100,518.67,642.83,1592.75,1407.18,14.62,21.61,552.45,2388.08,9055.57,47.4,521.34,2388.1,8140.41,393,2388,100,38.77,23.3067,0
140,42.0023,100,445,549.68,1351.99,1124.45,3.91,5.71,138.32,2211.89,8327.58,42.11,130.2,2387.98,8085.08,331,2212,100,10.52,6.3291,0
141,35.0054,100,449.44,555.5,1365.96,1128.39,5.48,8,193.99,2222.99,8353.59,42.17,183.46,2388.1,8063.13,336,2223,100,14.86,8.8413,0
142,0.002,100,518.67,642.56,1588.39,1412.52,14.62,21.61,552.66,2388.09,9055.79,47.55,521.84,2388.16,8133.71,394,2388,100,38.6,23.1864,0
143,42.0069,100,445,549.44,1357.81,1122.95,3.91,5.71,138.52,2211.87,8333.05,41.96,130.14,2387.92,8077.16,330,2212,100,10.46,6.3923,0
144,19.9987,100,491.19,607.98,1479.19,1259.64,9.35,13.66,334.23,2324,8724.49,44.41,314.61,2388.12,8065.48,365,2324,100,24.37,14.6452,0
145,41.9999,100,445,550.03,1358.12,1131.65,3.91,5.72,138.62,2211.89,8325.01,42.17,130.45,2387.98,8091.1,331,2212,100,10.71,6.3821,0
146,42.0035,100,445,550.1,1350.32,1124.18,3.91,5.72,138.55,2211.87,8323.3,42.03,131.08,2387.92,8082.79,331,2212,100,10.53,6.362,0
147,35.0039,100,449.44,555.84,1363.26,1132.31,5.48,8,194.57,2222.91,8349.57,42.04,183.11,2388.03,8065.3,334,2223,100,14.88,8.8145,0
148,25.0029,60,462.54,536.76,1262.38,1048.08,7.05,9.03,175.55,1915.39,8019.16,36.77,164.51,2028.21,7880.83,307,1915,84.93,14.06,8.564,0
149,42.0048,100,445,549.33,1357.46,1129.59,3.91,5.72,139.17,2211.85,8321.32,42.16,130.7,2387.92,8080.72,332,2212,100,10.61,6.2934,0
150,9.999,100,489.05,605.07,1504.03,1311.42,10.52,15.5,394.23,2318.96,8786.57,45.32,371.03,2388.18,8132.93,370,2319,100,28.39,17.1188,0
151,41.9996,100,445,549.72,1358.06,1132.17,3.91,5.72,138.31,2211.85,8320.87,42.15,130.98,2387.91,8086.75,332,2212,100,10.52,6.2411,0
152,42.0052,100,445,549.77,1356.46,1134.82,3.91,5.72,137.77,2211.85,8320,42.23,130.2,2387.94,8084.35,332,2212,100,10.46,6.385,0
153,35.0071,100,449.44,555.98,1366.69,1136.57,5.48,8,194.11,2222.92,8349.52,42.16,182.81,2388.01,8067.87,334,2223,100,14.77,8.8832,0
154,42.0036,100,445,549.76,1347.98,1134.25,3.91,5.72,139.23,2211.84,8322.49,42.18,130.15,2387.91,8088.7,332,2212,100,10.54,6.3253,0
155,25.0026,60,462.54,536.8,1265.75,1046.67,7.05,9.03,176.17,1915.3,8006.9,36.9,164.2,2028.12,7873.01,309,1915,84.93,14.35,8.6458,0
156,41.9983,100,445,549.84,1358.82,1121.9,3.91,5.71,137.82,2211.88,8324.63,42.38,130.57,2387.91,8086.42,332,2212,100,10.57,6.3932,0
157,25.0014,60,462.54,537.05,1258.15,1050.9,7.05,9.03,174.89,1915.3,8014.29,37.12,164.07,2028.26,7874.11,308,1915,84.93,14.26,8.5406,0
158,10.006,100,489.05,605.1,1500.1,1315.94,10.52,15.49,393.87,2319.01,8782.8,45.62,371.14,2388.24,8126.46,370,2319,100,28.61,17.0742,0
159,42.0008,100,445,549.24,1362.12,1136.7,3.91,5.71,138.56,2211.83,8323.8,42.48,130.3,2387.93,8081.69,333,2212,100,10.53,6.3455,0
160,25.0072,60,462.54,536.91,1264.52,1058.29,7.05,9.02,175.43,1915.27,8013.2,36.9,164.22,2028.19,7875.41,307,1915,84.93,14.2,8.4976,0
161,42.0045,100,445,549.53,1360.53,1126.99,3.91,5.72,139.09,2211.78,8326.71,42.37,130.11,2387.9,8081.67,332,2212,100,10.61,6.3078,0
162,24.9996,60,462.54,536.88,1261.17,1051.69,7.05,9.03,175.83,1915.33,8012.25,36.85,164.37,2028.23,7873.2,307,1915,84.93,14.15,8.5987,0
163,0.0016,100,518.67,642.37,1590.78,1418.25,14.62,21.61,553.29,2388.2,9057.03,47.87,520.6,2388.21,8133.08,394,2388,100,38.73,23.2079,0
164,10.0012,100,489.05,605.38,1512.83,1313.01,10.52,15.5,393.91,2318.97,8785.44,45.66,371.04,2388.23,8132.07,371,2319,100,28.43,17.1071,0
165,10.0036,100,489.05,604.7,1500.96,1324.77,10.52,15.5,394.43,2319.03,8778.64,45.64,370.74,2388.27,8127.87,370,2319,100,28.46,17.0001,0
166,0.003,100,518.67,642.89,1588.31,1415.85,14.62,21.61,553.6,2388.13,9057.1,47.7,520.98,2388.23,8132.7,392,2388,100,38.41,23.2227,0
167,0.0024,100,518.67,642.97,1586.72,1409.43,14.62,21.61,551.85,2388.19,9055.59,47.87,520.99,2388.13,8131.48,395,2388,100,38.56,23.2245,0
168,0.0027,100,518.67,642.56,1597.71,1415.06,14.62,21.61,552.49,2388.19,9050.32,47.76,521.09,2388.21,8132.51,395,2388,100,38.65,23.2041,0
169,42.0044,100,445,549.79,1360,1132.26,3.91,5.72,138.88,2211.77,8327.35,42.4,130.46,2387.84,8082.48,332,2212,100,10.59,6.4178,0
170,42.0001,100,445,550.1,1361.07,1137.08,3.91,5.72,138.07,2211.77,8309.59,42.36,130.55,2387.84,8078.99,333,2212,100,10.67,6.3035,0
171,42.0016,100,445,550.37,1357.43,1131.34,3.91,5.72,139.01,2211.82,8322.28,42.31,130.55,2387.82,8080.55,331,2212,100,10.63,6.4406,0
172,35.0023,100,449.44,556.79,1376.34,1135.84,5.48,8,194.45,2222.81,8341.8,42.1,183.28,2387.98,8064.77,335,2223,100,14.82,8.9017,0
173,35.0009,100,449.44,556.54,1368.77,1131.76,5.48,8,194.81,2222.93,8348.38,42.03,183.13,2387.99,8057.45,334,2223,100,14.77,8.8115,0
174,0.002,100,518.67,643.4,1597.56,1413.47,14.62,21.61,552.95,2388.22,9058.06,47.85,520.81,2388.16,8132.15,394,2388,100,38.71,23.2407,0
175,25.0054,60,462.54,537.12,1264.14,1056.33,7.05,9.03,175.15,1915.24,8007.88,36.89,164.52,2028.11,7865.52,310,1915,84.93,14.07,8.5531,0
176,20.0037,100,491.19,607.72,1496.32,1267.72,9.35,13.66,333.9,2324.07,8730.53,44.64,314.56,2388.13,8058.63,367,2324,100,24.58,14.6274,0
177,10.0077,100,489.05,605.84,1507.46,1324.7,10.52,15.5,394.26,2319.09,8773.14,45.69,370.87,2388.25,8122.31,371,2319,100,28.44,17.0969,0
178,25.0069,60,462.54,537.04,1265.59,1062.21,7.05,9.03,175.46,1915.21,8013.18,36.83,164.01,2028.17,7879.05,309,1915,84.93,14.04,8.4836,0
179,10.001,100,489.05,605.59,1508.86,1319.63,10.52,15.5,393.02,2319.1,8776.92,45.65,370.75,2388.29,8121,370,2319,100,28.51,17.0068,0
180,42.0007,100,445,550.56,1362.65,1125.12,3.91,5.72,138.19,2211.73,8319.39,42.45,130.44,2387.8,8076.83,331,2212,100,10.38,6.3656,0
181,20.0003,100,491.19,607.92,1485.74,1261.86,9.35,13.66,333.91,2324.02,8720.1,44.69,314.45,2388.18,8056.73,368,2324,100,24.44,14.483,0
182,25.0045,60,462.54,537.17,1273.38,1055.93,7.05,9.03,175.15,1915.25,8014.15,37.11,163.76,2028.16,7869.34,309,1915,84.93,14.2,8.5868,0
183,10.0036,100,489.05,605.47,1507.29,1330.25,10.52,15.5,394,2319.04,8777.42,45.75,370.93,2388.27,8119.85,368,2319,100,28.4,17.0273,0
184,0.0026,100,518.67,643.53,1590.88,1424.86,14.62,21.61,553.26,2388.23,9049.48,47.79,520.81,2388.2,8129.17,393,2388,100,38.55,23.1997,0
185,42.0009,100,445,549.53,1358.46,1138.98,3.91,5.72,138.55,2211.7,8316.63,42.48,130.09,2387.77,8072.7,333,2212,100,10.74,6.2608,0
186,42.0063,100,445,550.7,1359.96,1136.02,3.91,5.71,138.54,2211.66,8316.45,42.39,129.83,2387.72,8073.65,332,2212,100,10.82,6.3173,0
187,0.0017,100,518.67,643.35,1598.45,1413.4,14.62,21.61,552.35,2388.25,9049.38,47.88,520.83,2388.22,8131.85,394,2388,100,38.63,23.2306,0
188,42.0061,100,445,550.25,1364.1,1143.66,3.91,5.71,138.96,2211.64,8316.08,42.49,130.03,2387.75,8073.29,332,2212,100,10.61,6.2209,0
189,35.0037,100,449.44,556.74,1377.1,1135.58,5.48,8,193.59,2222.84,8342.9,42.22,182.15,2387.93,8060.94,337,2223,100,14.86,8.8453,0
190,25.0073,60,462.54,537.13,1270.75,1052.36,7.05,9.03,175.2,1915.19,8013.32,37.06,164.38,2028.06,7868.04,309,1915,84.93,14.22,8.5436,0
191,9.9989,100,489.05,605.66,1502.76,1325.38,10.52,15.5,392.89,2319.11,8766.4,45.91,371.03,2388.27,8117.87,371,2319,100,28.38,17.0025,0
192,24.9984,60,462.54,536.65,1265.41,1061.99,7.05,9.03,175.54,1915.13,8009.71,37.11,164.1,2028.06,7870.02,310,1915,84.93,13.99,8.606,0
193,25.0072,60,462.54,537.2,1269.76,1061.35,7.05,9.03,175.77,1915.23,8012.27,37.29,164.35,2028.04,7864.73,309,1915,84.93,14.08,8.5064,0
194,42.0008,100,445,550.11,1360.09,1150.1,3.91,5.72,138.44,2211.62,8317.55,42.38,129.89,2387.65,8074.28,333,2212,100,10.46,6.2719,0
195,34.9989,100,449.44,556.09,1372.32,1144.95,5.48,8,194.21,2222.78,8337.39,42.31,182.46,2387.81,8056.97,336,2223,100,14.51,8.7396,0
196,20.002,100,491.19,608.73,1492.26,1270.05,9.35,13.66,333.78,2324.09,8712.59,44.92,313.99,2388.25,8047.52,367,2324,100,24.35,14.5218,0
197,42.0024,100,445,550.25,1360.92,1136.42,3.91,5.71,138.68,2211.58,8315.64,42.58,130.26,2387.64,8072.74,332,2212,100,10.41,6.3676,0
198,20.007,100,491.19,608.21,1485.34,1269.54,9.35,13.66,333.86,2324.11,8722.52,45.02,314.3,2388.26,8046.56,369,2324,100,24.25,14.4808,0
199,0.0011,100,518.67,643.68,1601.23,1423.4,14.62,21.61,552.26,2388.26,9045.3,48.03,520.3,2388.31,8124.42,394,2388,100,38.31,23.0974,0
200,10.0011,100,489.05,606.11,1510.52,1326.12,10.52,15.5,393.98,2319.2,8776.67,45.85,370.52,2388.35,8123.65,370,2319,100,28.32,16.8254,0
201,42.0021,100,445,550.02,1363.9,1141.55,3.91,5.72,138.45,2211.57,8313.45,42.57,130.41,2387.6,8069.45,334,2212,100,10.46,6.3423,0
202,25.0043,60,462.54,536.62,1272.04,1059.11,7.05,9.03,174.9,1915.09,8007.01,37.26,164.63,2028.02,7870.43,309,1915,84.93,14.14,8.5225,0
203,10.0071,100,489.05,605.51,1510.38,1328.07,10.52,15.5,392.66,2319.17,8765.52,45.91,370.66,2388.34,8115.87,373,2319,100,28.14,17.0596,0
204,41.9997,100,445,550.44,1364.23,1141.43,3.91,5.71,137.14,2211.58,8315.79,42.79,130.26,2387.55,8067.06,333,2212,100,10.65,6.2302,0
205,35.0036,100,449.44,556.05,1375.61,1152.12,5.48,8,193.77,2222.7,8343.01,42.49,182.7,2387.75,8050.45,337,2223,100,14.85,8.8676,0
206,20.0013,100,491.19,608.12,1499.19,1269.86,9.35,13.66,333.56,2324.06,8713.26,44.87,313.64,2388.26,8048.89,367,2324,100,24.31,14.5184,0
207,25.0005,60,462.54,537.35,1264.99,1063.78,7.05,9.03,174.73,1915.04,8000.63,37.42,164.05,2027.94,7863.28,309,1915,84.93,14.09,8.5084,0
208,42.0047,100,445,550.74,1362.92,1140.74,3.91,5.72,138.41,2211.46,8313.11,42.61,130.63,2387.51,8067.76,334,2212,100,10.49,6.3985,0
209,10.003,100,489.05,606.07,1512.58,1330.94,10.52,15.5,393.35,2319.19,8770.65,46.08,370.45,2388.33,8113.83,373,2319,100,28.27,16.9827,1
1,10.0059,100,489.05,604.54,1500.56,1311.42,10.52,15.49,394.43,2318.88,8788.91,45.18,371.3,2388.05,8143.06,369,2319,100,28.55,17.1444,0
2,42.0033,100,445,549.6,1348.23,1120.61,3.91,5.72,139.8,2212.22,8332.48,42.02,130.89,2388.27,8100.61,331,2212,100,10.58,6.3435,0
3,42.0036,100,445,549.14,1350.11,1121.14,3.91,5.71,139.49,2212.21,8341.21,41.74,130.25,2388.23,8102.57,331,2212,100,10.74,6.4416,0
4,25.0067,60,462.54,536.93,1260.82,1042.59,7.05,9.02,175.85,1915.53,8013.88,36.76,164.92,2028.44,7885.32,306,1915,84.93,14.3,8.6008,0
5,19.9998,100,491.19,607.5,1478.32,1246.29,9.35,13.65,335.36,2324.05,8736.75,44.38,315.44,2388.1,8071.56,365,2324,100,24.62,14.792,0
6,42.0063,100,445,549.25,1351.05,1120.02,3.91,5.72,138.67,2212.1,8324.62,41.95,130.74,2388.18,8097.03,331,2212,100,10.62,6.3279,0
7,35.0018,100,449.44,556.04,1360.21,1125.71,5.48,8,194.31,2223.17,8362.28,41.76,183.53,2388.29,8077.21,333,2223,100,14.89,8.8715,0
8,10.0007,100,489.05,604.26,1500.64,1296.96,10.52,15.49,395.24,2318.89,8790.93,45.24,372.1,2388.01,8143.82,367,2319,100,28.46,17.2189,0
9,42.002,100,445,549.58,1347.38,1127.34,3.91,5.71,138.38,2212.16,8331.98,41.97,130.67,2388.3,8095.12,333,2212,100,10.75,6.3783,0
10,0.0005,100,518.67,642.68,1587.37,1400.63,14.62,21.61,554.05,2388.01,9066.92,47.32,521.59,2387.99,8145.49,390,2388,100,38.95,23.3459,0
11,25.0032,60,462.54,536.53,1260.8,1042.15,7.05,9.03,175.5,1915.58,8018.52,36.67,164.42,2028.51,7879.06,306,1915,84.93,14.28,8.686,0
12,10.0055,100,489.05,604.38,1495.3,1307.61,10.52,15.49,394.18,2318.87,8786.55,45.26,371.84,2388.01,8146.23,367,2319,100,28.58,17.23,0
13,0.0029,100,518.67,642.48,1591.51,1397.97,14.62,21.61,554.59,2388.04,9064.01,47.46,522.03,2387.99,8145.6,392,2388,100,39.03,23.4474,0
14,25.0078,60,462.54,536.97,1260.55,1045.93,7.05,9.03,175.02,1915.55,8026.16,36.49,165.18,2028.45,7884.45,305,1915,84.93,14.44,8.5038,0
15,10.0042,100,489.05,605.05,1504.96,1301.7,10.52,15.49,394.74,2318.81,8793.45,45.12,372.55,2388.05,8147.36,368,2319,100,28.79,17.1223,0
16,19.9999,100,491.19,607.3,1479.59,1241.92,9.35,13.65,335.23,2323.94,8735.94,44.29,314.92,2388.13,8069.16,362,2324,100,24.69,14.8099,0
17,34.9999,100,449.44,555.3,1367.68,1129,5.48,8,195.19,2223.14,8363.07,41.65,183.34,2388.3,8081.63,331,2223,100,14.93,8.9746,0
18,0.0024,100,518.67,642.92,1588.3,1403.78,14.62,21.61,554.47,2387.97,9068.32,47.34,522.17,2388.04,8149.42,391,2388,100,38.93,23.3466,0
19,42.0079,100,445,549.04,1355.98,1118.46,3.91,5.72,139.19,2212.2,8335.43,42.22,130.31,2388.28,8096.07,330,2212,100,10.51,6.3221,0
20,35.0059,100,449.44,555.13,1359.76,1130.25,5.48,8,194.94,2223.15,8361.89,41.8,182.99,2388.25,8081.93,331,2223,100,14.98,9.0089,0
21,20.0058,100,491.19,607.44,1476.5,1244.49,9.35,13.65,334.64,2323.98,8732.19,44.14,315.41,2388.13,8075.33,364,2324,100,24.5,14.6219,0
22,20.0064,100,491.19,607.4,1482.67,1239.15,9.35,13.65,334.88,2323.99,8734.61,43.96,315.87,2388.1,8069.59,365,2324,100,24.51,14.7915,0
23,42.0038,100,445,549.76,1349.14,1118.02,3.91,5.71,138.08,2212.15,8338.15,41.86,130.87,2388.24,8097.85,330,2212,100,10.54,6.3206,0
24,10.0068,100,489.05,604.35,1505.46,1307.89,10.52,15.49,395.18,2318.82,8786.7,45.11,371.76,2388.13,8143.44,370,2319,100,28.52,17.1472,0
25,25.0011,60,462.54,536.95,1256.59,1041.7,7.05,9.03,175.32,1915.59,8019.85,36.58,164.98,2028.46,7881.14,307,1915,84.93,14.45,8.6703,0
26,42.0044,100,445,549.59,1349.18,1116.52,3.91,5.72,138.6,2212.2,8336.38,41.87,131.22,2388.33,8101.93,330,2212,100,10.64,6.3853,0
27,25.0022,60,462.54,536.72,1258.12,1045.08,7.05,9.03,175.27,1915.54,8012.26,36.54,164.91,2028.46,7877.76,308,1915,84.93,14.22,8.5501,0
28,42.004,100,445,549.67,1349.3,1128.75,3.91,5.71,139.52,2212.07,8331.07,42.1,130.76,2388.26,8096.81,330,2212,100,10.6,6.3631,0
29,20.0065,100,491.19,607.54,1479.76,1243.84,9.35,13.66,334.88,2324.02,8734.19,44.24,315.55,2388.12,8073.97,366,2324,100,24.49,14.7653,0
30,42.0002,100,445,548.95,1351.16,1121.95,3.91,5.71,139.48,2212.14,8336.02,41.92,130.92,2388.25,8099.51,329,2212,100,10.43,6.3658,0
31,25.0006,60,462.54,536.88,1261.23,1040.32,7.05,9.03,176.43,1915.55,8025.51,36.61,164.51,2028.41,7889.06,305,1915,84.93,14.55,8.5858,0
32,41.999,100,445,549.08,1352.24,1120.14,3.91,5.72,138.93,2212.15,8330.06,41.89,130.7,2388.32,8105.86,330,2212,100,10.71,6.4874,0
33,41.9989,100,445,548.79,1352.06,1120.05,3.91,5.71,137.98,2212.15,8335.67,42.07,130.46,2388.25,8095.61,329,2212,100,10.63,6.2794,0
